app_name,category,number_of_downloads,review_body,reviewer_ratings
Asphalt 8,Racing,high," been a devoted fan of Asphalt 8 for years. for the first time, i might uninstall. please put back the option to replay completed races, or dramatically reduce upgrade costs, make it possible to sell owned vehicles back, etc. i have little to no internet availability, and as great as yall have kept m...Full Reviewbeen a devoted fan of Asphalt 8 for years. for the first time, i might uninstall. please put back the option to replay completed races, or dramatically reduce upgrade costs, make it possible to sell owned vehicles back, etc. i have little to no internet availability, and as great as yall have kept my interest with the slow, steady advanvement of a huge game, im now stuck, because of these changes. please, this is the only game on playstore that i regularly enjoy.... for years now.",5
Asphalt 8,Racing,high," This is a good game but you should add more cars like Bugatti Chiron, Lamborghini Centenario, Ferrari FXX K, Tesla Roadster and more. Another problem is that the Suzuki Hayabusa does not have the official colour, it is a very big problem. Please fix these problems and I think this would be a great g...Full ReviewThis is a good game but you should add more cars like Bugatti Chiron, Lamborghini Centenario, Ferrari FXX K, Tesla Roadster and more. Another problem is that the Suzuki Hayabusa does not have the official colour, it is a very big problem. Please fix these problems and I think this would be a great game if you solve these problems. Best regards, Md. Shakhawat Hossain",1
Asphalt 8,Racing,high," I mean it's fun, but unless you love ads, or dont care about spending money for in game currency to buy cars this game kind of sucks, it gives you about 800-850 coins but the cars are extremely expensive and there are very little races for the starting car, requiring you to buy a new higher class ca...Full ReviewI mean it's fun, but unless you love ads, or dont care about spending money for in game currency to buy cars this game kind of sucks, it gives you about 800-850 coins but the cars are extremely expensive and there are very little races for the starting car, requiring you to buy a new higher class car to progress further, and the cheapest car from the next tier from starter, is 18,000 coins, good luck with that",2
Asphalt 8,Racing,high," The game is good, and I love that some races can be raced online but the tilt steering problem sucks tbh. I've been playing this game for too long and now whenever I start any race, the car takes a sharp turn to the left even though my mobile is placed evenly. I'm uninstalling",3
Asphalt 8,Racing,high, Pls Add State Bank of Indian and Canara Bank to make Purchases..Not able to make Purchase through these Banks..Pls Add It..,3
Asphalt 8,Racing,high, Heavy Grinding.. Mastery replays not available.. Basically it's a pay to play game. And Gameloft is so arrogant that it won't revert the damn changes which made the game extremely difficult.. Only Season 9 rewards are good but I am sure that Gameloft is gonna ditch that. The game used to be great on...Full ReviewHeavy Grinding.. Mastery replays not available.. Basically it's a pay to play game. And Gameloft is so arrogant that it won't revert the damn changes which made the game extremely difficult.. Only Season 9 rewards are good but I am sure that Gameloft is gonna ditch that. The game used to be great once.. I miss those days. I'm sure Asphalt 9 is going to have the same future.,1
Asphalt 8,Racing,high," I WOULD LOVE TO HAVE A NEW TRACK IN BEAUTIFUL IRELAND!!Asphalt8 is THE BEST Racing game!! Keep up the great work everyone!! Another suggestion,,, New music, the current is old and boring now..Excellent game in all aspects!",5
Asphalt 8,Racing,high, I play this game and almost complete season 9 but it is very difficult to get a formula car so that I can play season10. Well the game's graphics and sound track is awesome. Rest of the features is also excellent. But I have querries about windows- that whenever it demand update I have to download t...Full ReviewI play this game and almost complete season 9 but it is very difficult to get a formula car so that I can play season10. Well the game's graphics and sound track is awesome. Rest of the features is also excellent. But I have querries about windows- that whenever it demand update I have to download this game again that means I consumed almost 2 GB. Can you help me or suggest me to fix this....? Thank you,5
Asphalt 8,Racing,high," So fun. But it cam be a bit pricy. You must pay real money for things that u shouldnt need to pay for in a F2P game. So ultimately this should be a P2W game. Other than that it is a very good game, love it. There is multiple cool vehichles. And the way you can customize your car is very cool.",4
Asphalt 8,Racing,high," I really don't have much to say for this game, it's always been low on frame rate with every single device I've had. but that's due to the fact that it takes up too much damn storage on some things and try to have an optimized for certain compatible devices that have a notch or a side bezel that com...Full ReviewI really don't have much to say for this game, it's always been low on frame rate with every single device I've had. but that's due to the fact that it takes up too much damn storage on some things and try to have an optimized for certain compatible devices that have a notch or a side bezel that completely shows a black bar",4
Asphalt 8,Racing,high, I am facing continue an issue in multiplayer mode i am not connecting with server please resolve this issue as soon as poosible......pl,4
Asphalt 8,Racing,high," Amazing game... Nice graphic, nice controller, nice car... Everything is nice .please install this game and say ""ready to the race "". Thank you asphalt 8 and team for invent this game",4
Asphalt 8,Racing,high, Game is really fantastic. But I lost all my data and now I have 670000 credits in minus. Which I have to pay to the game . After that I can purchase any car. Do something please.,1
Asphalt 8,Racing,high," I uninstalled this game because it can make every player and opponent destroy the cities and go inside the blacklist. All the racers must go to all the racetracks around the globe, must not crash other cars and must not drift. All other past Asphalt games, too. You must fix the bug or everyone in th...Full ReviewI uninstalled this game because it can make every player and opponent destroy the cities and go inside the blacklist. All the racers must go to all the racetracks around the globe, must not crash other cars and must not drift. All other past Asphalt games, too. You must fix the bug or everyone in the cities will know that the players and opponents have broken all the traffic rules: do not overspeed, do not destroy cities and... That is too much traffic rules I can tell. Or they go to jail. LOL!!",1
Asphalt 8,Racing,high, Great game awesome graphics and good tracks i love to play this game but there is only One problem why multiplayer racing only play with wifi connection please fix it This problem dosn't occurs in asphlat 9 i love the both games i already installed both of them please fix it,4
Asphalt 8,Racing,high," It is the awesome game that Gameloft has released, the levels are so classic that there are bikes which are more faster than cars and proto type cars of Lamborghini are super fantastic🤘😝🤘",5
Asphalt 8,Racing,high, This Game is Soooooooo Kool! And it's a Great Time Killer!,5
Asphalt 8,Racing,high," Extremely Addictive game. Best in Graphics, Gameplay, Controls & everything. Even though it's addictive, few levels are made tougher to reach/complete.",4
Asphalt 8,Racing,high, No longer fun to play. I've spent years playing this game only to constantly have cars nerfed. The creators are always changing what cars are good to race with.,1
Asphalt 8,Racing,high, Very amazing racing game but some plays that you try to play wont work unless you got wi-fi even if you got line on your phone ..so thats a disavangtage on this game.. Please fix this,5
Asphalt 8,Racing,high, This game is so good that it should not even be downloadable.,5
Asphalt 8,Racing,high, The game is really interesting but you need internet connection to do a lot of things. Apart from that it is a really interesting game and the graphics are really cool,4
Asphalt 8,Racing,high, Awesome game! The cars are beautiful and the tilt controls are amazing. Feels like I am driving the car or bike. Awesome work developers👍👍,5
Asphalt 8,Racing,high, This game is one of the best games on Google Playstore.,5
Asphalt 8,Racing,high, the graphics are amazing for a free game! The developer(s) obviously put a great deal of work into this and it is one of my favorite games to play to pass the time.,5
Asphalt 8,Racing,high, It is nice game but it takes lot of storage. It took 2.4 gb on my mobile,5
Asphalt 8,Racing,high, Great game but I really don't understand why you have to download game data couldn't you just fit it in?,5
Asphalt 8,Racing,high, This is the best racing game I've ever played and the graphic is so damn good there's no problem in the control can't wait to share this to my friends.,5
Asphalt 8,Racing,high, I liked this game but if we want to play we have always update it and my net pack is getting over,4
Asphalt 8,Racing,high, The game is great until Gameloft add fusion coins the credit upgrades are very good but when the fusion coins came it got worse.im gonna be nice ok?.4 star,4
Asphalt 8,Racing,high, I like the asphalt 8 because it's so many cars and it's so cool and that's what i'm going to say ok thank you,5
Asphalt 8,Racing,high, Best of all drifting games so far,5
Asphalt 8,Racing,high, awesome app I always have fun playing it,5
Asphalt 8,Racing,high, This game is not bad because the features of Alpha 8 car racing is too good than any kind of game.,5
Asphalt 8,Racing,high," The game would not instal on my device (itel s15) even and i have been playing this game on my previouse devices , please fix this problem",1
Asphalt 8,Racing,high, Probably the 2nd best racing game as i think. The controls are the best ... and the gameplay is super cool..thank you for creating such a good game. And the graphics too. !,5
Asphalt 8,Racing,high, Nice racing and cars are new and exciting,5
Asphalt 8,Racing,high," This is the best game of my live with exquisite excitement and mesmerizing, realistic graphics. It is the best time killer and an awesome dream game for car lovers. Greaaaaaaaat job team Game loft! Keep up the good work and all the best for future. Please update it in a way that it don't stops when ...Full ReviewThis is the best game of my live with exquisite excitement and mesmerizing, realistic graphics. It is the best time killer and an awesome dream game for car lovers. Greaaaaaaaat job team Game loft! Keep up the good work and all the best for future. Please update it in a way that it don't stops when we open it.",5
Asphalt 8,Racing,high," The best asphalt game ever. The replay value is through the roof fun. I can't mention a moment were my heart wasn't pumping racing other cars in new races. The music is awesome and inspired me to make my very own Asphalt 8: Airborne playlist. I work hard for my credits, never once I.A.P. for my cred...Full ReviewThe best asphalt game ever. The replay value is through the roof fun. I can't mention a moment were my heart wasn't pumping racing other cars in new races. The music is awesome and inspired me to make my very own Asphalt 8: Airborne playlist. I work hard for my credits, never once I.A.P. for my credits or tokens (which I probably will at some point... maybe). I love the new showdown event. It should be incorporated into the champaign season or multiplayer. Keep up the great work.",5
Asphalt 8,Racing,high," very very great and congratulations to you people good graphic and best controller i really love this game and hope the 9 is also the same as this, but the only one thing is sometimes the game request wifi before you can move forward but sometimes when i am at work feeling lonely i can't play when t...Full Reviewvery very great and congratulations to you people good graphic and best controller i really love this game and hope the 9 is also the same as this, but the only one thing is sometimes the game request wifi before you can move forward but sometimes when i am at work feeling lonely i can't play when they ask for wifi until i come home before but the game is really great i love ot",5
Asphalt 8,Racing,high, fantastic handling and tracks grab you without being overly crowded with objects to die on. nice variety of cars and a good ability for those who dont pay to get better. problem: im connected to the internet yet the game wont. multiplayer and the holiday event is glitching so i cant claim prizes nor...Full Reviewfantastic handling and tracks grab you without being overly crowded with objects to die on. nice variety of cars and a good ability for those who dont pay to get better. problem: im connected to the internet yet the game wont. multiplayer and the holiday event is glitching so i cant claim prizes nor can i race anything but the motoblitz and career.,3
Asphalt 8,Racing,high," Gameloft, APP CRASHES EACH TIME WHEN OPENED. & where are the credits, you reduced the credits points by 90% . No one is going to pay money by your marketing strategy, there are other similar games in the market. People will uninstall your Asphalt 8 and switch to other games. was playing since last 4...Full ReviewGameloft, APP CRASHES EACH TIME WHEN OPENED. & where are the credits, you reduced the credits points by 90% . No one is going to pay money by your marketing strategy, there are other similar games in the market. People will uninstall your Asphalt 8 and switch to other games. was playing since last 4 years its time to leave this game and Goodbye Gameloft.",1
Asphalt 8,Racing,high," Probably the best racing game in the world that i have ever played.Graphics is stunning and gameplay is awesome.But the options need to be slight simple to convince,sync all the related options together and for the first time,the gamers should be learned how to upgrade the car to aggravate the car r...Full ReviewProbably the best racing game in the world that i have ever played.Graphics is stunning and gameplay is awesome.But the options need to be slight simple to convince,sync all the related options together and for the first time,the gamers should be learned how to upgrade the car to aggravate the car rank reccomended and lastly the places for solo racing should not be downloaded,those should be given in the game from the starting.Otherwise the game is revolutionary........love it",5
Asphalt 8,Racing,high, A very addictive and good graphics game but one of the problems is it is a very large aap and take many time for internal downloading. Otherwise it is the best one😘😍.I really loved this game. No update nothing the worst game I ever seen I am want to say that this is the most fake game which saves ...Full ReviewA very addictive and good graphics game but one of the problems is it is a very large aap and take many time for internal downloading. Otherwise it is the best one😘😍.I really loved this game. No update nothing the worst game I ever seen I am want to say that this is the most fake game which saves his images that it has 350 million downloads but in real it has only 100 million downloads.,1
Asphalt 8,Racing,high," I enjoyed the inactiveness that the game provides. In regards to the look in characteristics is of the cars, they are amazing. as a grown adult male I have responsibilities and things I need to do throughout my life, with that being said it's good to know I can play this game and have a moment to re...Full ReviewI enjoyed the inactiveness that the game provides. In regards to the look in characteristics is of the cars, they are amazing. as a grown adult male I have responsibilities and things I need to do throughout my life, with that being said it's good to know I can play this game and have a moment to relax and have an experience.",5
Asphalt 8,Racing,high," Best game and much better than asphalt 9 legends, similar to asphalt nitro but a great improvement. Not better vfx and graphics, gameplay than asphalt 9 legends but overall it is more better. It becomes better with its new update with bike racing and it is brilliant. But it takes your total 2 gb int...Full ReviewBest game and much better than asphalt 9 legends, similar to asphalt nitro but a great improvement. Not better vfx and graphics, gameplay than asphalt 9 legends but overall it is more better. It becomes better with its new update with bike racing and it is brilliant. But it takes your total 2 gb internet and 3-4 gb internal storage in the device after playing a month. So overall i rated it 5 star because of it racing, biking, and also the song Animals, which makes the race more interesting.",5
Asphalt 8,Racing,high, I love this game. Its 3d! The car designs are great too. I used to play in my mom's Apple ipad but the thing is it uses a lot of MB . Its very difficult to download the game. Anyway i love it. Its my favourite too. My favourite car was Bugatti Veyron. Download it! Because its fun and awesome.😀🤩🐕�...Full ReviewI love this game. Its 3d! The car designs are great too. I used to play in my mom's Apple ipad but the thing is it uses a lot of MB . Its very difficult to download the game. Anyway i love it. Its my favourite too. My favourite car was Bugatti Veyron. Download it! Because its fun and awesome.😀🤩🐕🥞,4
Asphalt 8,Racing,high, The reason why Gameloft makes the size of Asphalt small as they do not want players hacking it. Both Asphalt streetstormm and Asphalt 9 are the top grossing games before CSR2. Gameloft wants everyone to win it fairly and without any cheats. I know this happened to many friend Josh who hacked it and ...Full ReviewThe reason why Gameloft makes the size of Asphalt small as they do not want players hacking it. Both Asphalt streetstormm and Asphalt 9 are the top grossing games before CSR2. Gameloft wants everyone to win it fairly and without any cheats. I know this happened to many friend Josh who hacked it and got banned within a few days. Also it's online so no one can hack it. only some can.,5
Asphalt 8,Racing,high," so this game is great! i love the details so much and how real it all looks! i done a little test though. once i made an acc as a man. i was always winning in every race there! but when i logged in as a woman i was losing lots more races. maybe its coincidence, but i have the feeling that the game w...Full Reviewso this game is great! i love the details so much and how real it all looks! i done a little test though. once i made an acc as a man. i was always winning in every race there! but when i logged in as a woman i was losing lots more races. maybe its coincidence, but i have the feeling that the game wants to make you think its for men.",3
Asphalt 8,Racing,high," the game itself is actually fairly good but what isn't good is that players that have been playing for a long time and already own cars are now required to go through this whole new process of getting all the blueprints for the cars. show cars that you have already worked to get you have to restart ...Full Reviewthe game itself is actually fairly good but what isn't good is that players that have been playing for a long time and already own cars are now required to go through this whole new process of getting all the blueprints for the cars. show cars that you have already worked to get you have to restart all over again and tried to get all the blueprints for the car when some of them are almost impossible to get without actually buying them and they are quite expensive for a virtual car., plus you have",2
Asphalt 8,Racing,high," I will only recomend this game if you modify or cheat the game. I HAD, over 50 cars and fully upgraded some, but when I redownloaded the game, I lost all my best cars and now I have 6 left. My brother and I worked so hard to get them and we only see 6. If you want the cheat (for money), I recommend ...Full ReviewI will only recomend this game if you modify or cheat the game. I HAD, over 50 cars and fully upgraded some, but when I redownloaded the game, I lost all my best cars and now I have 6 left. My brother and I worked so hard to get them and we only see 6. If you want the cheat (for money), I recommend downloading this game from ACMarket.",1
Asphalt 8,Racing,high," I am enable to download the tracks, my download progression is stuck at 0% i can't download any track anymore, and yes my wifi is good, am connected to the game using my google account and i was able to retrive my data from the cloud. the only problem i have is downloading the tracks which is so ann...Full ReviewI am enable to download the tracks, my download progression is stuck at 0% i can't download any track anymore, and yes my wifi is good, am connected to the game using my google account and i was able to retrive my data from the cloud. the only problem i have is downloading the tracks which is so annoying. AND FYI: I HAVE THE GAME INSTALLED ON BOTH MY PC AND PHONE AND YET THE SAME PROBLEM OCCURED ON BOTH DEVICES. this is my favorite game Please HELP",4
Asphalt 8,Racing,high," this is a problem, whenever i close the game, then i go back in... i always have to wait for the ""Actual Game Download ""EVERY TIME. and i dont like it, just waiting for a game to download",2
Asphalt 8,Racing,high, Idk wt happened to the game...... I had sooo much progress and the app didn't open for a few days now..... So I tried uninstalling it and installing it again..... And when I went to get back my cloud data...its showing me the account that I had before my last account..... Its really frustrating beca...Full ReviewIdk wt happened to the game...... I had sooo much progress and the app didn't open for a few days now..... So I tried uninstalling it and installing it again..... And when I went to get back my cloud data...its showing me the account that I had before my last account..... Its really frustrating because I had a lot of progress..... Pls do something gameloft,1
Asphalt 8,Racing,high," the price is too high Its good after your last update...but I disatisfied of the price...I begging you in latest update to make the upgrade price for each grade same like the price at asphalt 8 2017...thank you for your cooperation, I will rate you 5 star if you can perform it...",4
Asphalt 8,Racing,high," @gameloft - love this game and played for ages. Waaay better than A9 (except A9 has much smoother graphics). Playing on Pixel 3. This is a great game. However, think there may be a bug with Asphalt Moments.. several times it won't upload results and gives message of server error. Apart from that, gr...Full Review@gameloft - love this game and played for ages. Waaay better than A9 (except A9 has much smoother graphics). Playing on Pixel 3. This is a great game. However, think there may be a bug with Asphalt Moments.. several times it won't upload results and gives message of server error. Apart from that, great game and what I believe to be the perfect balance between Free to Play and Pay to Win... the rate at which you can win tokens is perfect.",5
Asphalt 8,Racing,high," Truly a splendid creation by Gameloft. It's true like every other devs these guys are also greedy but we can overlook that considering their effort on creating this console-level experience on our hands. The graphics, the gameplay and the features and the things we are able to do in game are truly a...Full ReviewTruly a splendid creation by Gameloft. It's true like every other devs these guys are also greedy but we can overlook that considering their effort on creating this console-level experience on our hands. The graphics, the gameplay and the features and the things we are able to do in game are truly a work of art that gives us goosebumps when we're bored out and have nothing better to do. Really I appreciate it.",5
Asphalt 8,Racing,high," This is the best racer game i've ever played!!! It is slightly an arcade kind of game so like if you get a perfect nitro it lights fire behind you. It is super fun, but if you have bad internet i think you should skip this game. In this game its easy to earn money, though everything costs a lot. So ...Full ReviewThis is the best racer game i've ever played!!! It is slightly an arcade kind of game so like if you get a perfect nitro it lights fire behind you. It is super fun, but if you have bad internet i think you should skip this game. In this game its easy to earn money, though everything costs a lot. So be prepared to save your money for a while. I enjoyed this game and i hope you do too.",5
Asphalt 8,Racing,high, Why need wifi for play multiplayer??,5
Asphalt 8,Racing,high," great arcade racing experience. ads aren't too annoying. controls are intuitive and easy. i changed from tilting to steer to button presses on left of the screen and found it much better. great graphics, nice range of cars, tracks and upgrades. really enjoying this. if you like a good racing game th...Full Reviewgreat arcade racing experience. ads aren't too annoying. controls are intuitive and easy. i changed from tilting to steer to button presses on left of the screen and found it much better. great graphics, nice range of cars, tracks and upgrades. really enjoying this. if you like a good racing game then give this a try!",5
Asphalt 8,Racing,high," This game good, least you can see what you doing, its just boring. The developers have made it more a purchases than actual game. Honesty if you have experienced better you will realise that this is just below average. I would recommended Real Racing 3, ever though its a whole lot better it still ha...Full ReviewThis game good, least you can see what you doing, its just boring. The developers have made it more a purchases than actual game. Honesty if you have experienced better you will realise that this is just below average. I would recommended Real Racing 3, ever though its a whole lot better it still has a similar problem it terms of purchases.",1
Asphalt 8,Racing,high," Graphics are great,but game play is ridiculously stupid,I dominate a whole race and lead by more than half the track and all of the sudden the whole pack of cars come out of one road,which is impossible to find and pass me rite before the finish,thats stupid and this is the reason I uninstalled this...Full ReviewGraphics are great,but game play is ridiculously stupid,I dominate a whole race and lead by more than half the track and all of the sudden the whole pack of cars come out of one road,which is impossible to find and pass me rite before the finish,thats stupid and this is the reason I uninstalled this game and won't reinstall the app.",2
Asphalt 8,Racing,high, Wow! you guys came through...! I Had major glitches and you responded and fixed the problems in less than 48 hrs. Everything is working properly. Thanks!,5
Asphalt 8,Racing,high, It's full of excitement and all cars are great wonderful game and this is one of my favorite game since then. I hope there is LAN for this game so that my friends and i can play multiplayer.,5
Asphalt 8,Racing,high," Asphalt 8 is a really good game I think it is one of the best of it's kind. The only minus for the game is that it takes up a lot of memory but I can understand that. Otherwise the game has beatiful graphics, realistic looking maps and cars and it's a lot of fun to play it. I highly recommend trying...Full ReviewAsphalt 8 is a really good game I think it is one of the best of it's kind. The only minus for the game is that it takes up a lot of memory but I can understand that. Otherwise the game has beatiful graphics, realistic looking maps and cars and it's a lot of fun to play it. I highly recommend trying it. Big thanks to Gameloft for designing and launching this game it's my favorite for already about 4 years and I completely love it.🏎️🏁",5
Asphalt 8,Racing,high," The game is awesome, but the multiplayer servers need some serious work, my connection is impeccable and device optimal and yet the multiplayer continues to reject server connection allowing only once in a while... And to top it off when the server fails to connect it stills takes fuel/tickets and r...Full ReviewThe game is awesome, but the multiplayer servers need some serious work, my connection is impeccable and device optimal and yet the multiplayer continues to reject server connection allowing only once in a while... And to top it off when the server fails to connect it stills takes fuel/tickets and rank points, without you having even raced a metre... No offense but pick a struggle please, either fix servers or don't take fuel/tickets after failed connection... Either way I'll be good.",3
Asphalt 8,Racing,high," I'm ok with this free racing game, it has good control and you can play it on a lot of devices but is biggest problems are how expensive everything is. you can't earn a lot from races so it makes it really hard to get better cars. R&D is also a rip off. you have to pay tokens to get a car where you ...Full ReviewI'm ok with this free racing game, it has good control and you can play it on a lot of devices but is biggest problems are how expensive everything is. you can't earn a lot from races so it makes it really hard to get better cars. R&D is also a rip off. you have to pay tokens to get a car where you could've invested that money onto other upgrades or cars.",2
Asphalt 8,Racing,high, The graphics are teally great and look lile 3d I really recammond this app because it is fun to play when you are bored and also if you like cars and racing games like this game.,5
Asphalt 8,Racing,high," This is a fantastic game to play, top of the range graphics and visuals. I've been enjoying it for a while on woofer and bass, and it just gets better with time! I even progressed a couple of ranks and bought several vehicles, including motorcycles. It saddens me that I have to uninstall this game t...Full ReviewThis is a fantastic game to play, top of the range graphics and visuals. I've been enjoying it for a while on woofer and bass, and it just gets better with time! I even progressed a couple of ranks and bought several vehicles, including motorcycles. It saddens me that I have to uninstall this game to save space on my phone 😭 I'll have to try a smaller game, like asphalt xtreme. I'll play this game again if I buy a new phone. I thoroughly enjoyed the motorcycle driving and the multiplayer races!",5
Asphalt 8,Racing,high, It would be nice if you guys remove downloading additional files and maintain this game under 200 mb with the same experince and gameplay. This thing would help many people who can't download additional files.,5
Asphalt 8,Racing,high, Wonderful game but if you don't have Wi-Fi and you try playing Multiplayer it won't let you if you have 4G Cellular Network. That's why this game only gets a 2 star rating because this game gets extremely boring without Multiplayer Mode being available for Cellular Networks. I'm extremely disappoint...Full ReviewWonderful game but if you don't have Wi-Fi and you try playing Multiplayer it won't let you if you have 4G Cellular Network. That's why this game only gets a 2 star rating because this game gets extremely boring without Multiplayer Mode being available for Cellular Networks. I'm extremely disappointed in this game so I uninstalled it. Fix this problem before I download again.,2
Asphalt 8,Racing,high," This is a very fun game because you get to do races with online players and events. I like that you can do mastery which is where you upgrade your cars so they can be the best they can be. And you can do AI races too in career mode. And now let me talk about the cars systems. You can boost with ener...Full ReviewThis is a very fun game because you get to do races with online players and events. I like that you can do mastery which is where you upgrade your cars so they can be the best they can be. And you can do AI races too in career mode. And now let me talk about the cars systems. You can boost with energy plasts which you get on the track, doing flat spins and barrel roles and many other ways. I hope you guys check this game out.",5
Asphalt 8,Racing,high, Awesome game but all of a sudden it stopped responding to my keyboard controls so I had to delete it. I'm using an Acer Chromebook 15.,3
Asphalt 8,Racing,high, The game was fun untill the updates then it stop. Want to much and have to pay to upgradr the cars not right just to play a game . so i took it off they asking for too much,2
Asphalt 8,Racing,high," This game is awesome but i think its rigged or hacked because when I'm in first place right away there are no cars but then I'm all the way behind in 6th place. its gets me upset and doesn't make sense. But nice gameplay though. Maybe also make the cars same fair because 300,000 dollars for a car is...Full ReviewThis game is awesome but i think its rigged or hacked because when I'm in first place right away there are no cars but then I'm all the way behind in 6th place. its gets me upset and doesn't make sense. But nice gameplay though. Maybe also make the cars same fair because 300,000 dollars for a car is stupid.",3
Asphalt 8,Racing,high, It gives to a real driving experience It is amazing,5
Asphalt 8,Racing,high," Its fun, and has easy controls that you can customize to however you want them to be. Has a lot of good cars to choose from, but there isnt enough color options.",4
Asphalt 8,Racing,high," A very very nice game .Its grafics are really nice,and the cars are also like real",5
Asphalt 8,Racing,high, Loading all the time.even want claim things also loading. Want to restart match also stuck loading,1
Asphalt 8,Racing,high, Gud app without advertisements,5
Asphalt 8,Racing,high, Totally bad review. Game wouldn't even respond yet my data kept flying out! I've been forced to uninstall the game. It's a total failure for me X.,1
Asphalt 8,Racing,high," Its a great experience. Unlike traditional racing games where you just drive in a loop or some other shape, this game has different paths allowing you to see other things while having new options of getting from point A to point B. Not many other games let you do barrel rolls in the air and jump ove...Full ReviewIts a great experience. Unlike traditional racing games where you just drive in a loop or some other shape, this game has different paths allowing you to see other things while having new options of getting from point A to point B. Not many other games let you do barrel rolls in the air and jump over ships or onto aircraft carriers. Many games don't have sci fi maps with various portals or devices to create an effect on road that allows you to seamlessly drive up and around as if bending gravity.",5
Asphalt 8,Racing,high, This Game Is Awesome but you will have to wait to finsh the download oh by the way it cost like 5gb or less but is really fun download this game now!! Only if you have space or if you dont want to.,5
Asphalt 8,Racing,high, It's the best downloadable racing game in android. I'd even like to given 10 stars out of 5 but that's out of limit. It's just awesome.,5
Asphalt 8,Racing,high, This game is amazing but only one problem it was after download is not working that meens is have many time download after the game,5
Asphalt 8,Racing,high, The best game ever and if h like car game this is the one you may be looking for,5
Asphalt 8,Racing,high," I love this game, this is so interesting. That's incredible!!)!!!!!!!!!!!!!!!",4
Asphalt 8,Racing,high, I was really looking forward to playing this but once I downloaded it keeps saying 'loading' and never get to start the game.,1
Asphalt 8,Racing,high, The game is so bad it's like you playing the 90s game you pull it back to you pink watches every time I game crashes everytime I have a how do I play a round,1
Asphalt 8,Racing,high, No fun in this game so i gave 2 star but this is good game. Please short this game under 200mb. This is very big game.,2
Asphalt 8,Racing,high, Eror Log in age and Gender.,1
Asphalt 8,Racing,high," I played this app for around 2 years, I just delete and redownload it every now and then. Btw I just played this last december. A few months later I redownloaded it and to my surprise all my progress is lost. I believe it is related to their new game mechanics/update. I even paid in-app purchases. B...Full ReviewI played this app for around 2 years, I just delete and redownload it every now and then. Btw I just played this last december. A few months later I redownloaded it and to my surprise all my progress is lost. I believe it is related to their new game mechanics/update. I even paid in-app purchases. But I guess my progresa can't be recoverd and I will not be playing the game anymore",1
Asphalt 8,Racing,high," This app crashes whenever i open it after an update, i can't open it anymore, it has a size of 2.22GB and still downloading, please help me fix it so i will rate your app higher depending on the result, actually, i've spent hundreds of money for downloading this game, and i thought i can play it nic...Full ReviewThis app crashes whenever i open it after an update, i can't open it anymore, it has a size of 2.22GB and still downloading, please help me fix it so i will rate your app higher depending on the result, actually, i've spent hundreds of money for downloading this game, and i thought i can play it nicely but this happens so i only rated it 1 star, please, reply...",1
Asphalt 8,Racing,high," It used to be amazing and accessable... but now, gameloft has heavily monitised it. Before, there were lots of things you could do from just playing, like the sale had blueprints for cars that you could buy from normal credits, now however, you can unly use tokens to purchase them. Tokens are hard t...Full ReviewIt used to be amazing and accessable... but now, gameloft has heavily monitised it. Before, there were lots of things you could do from just playing, like the sale had blueprints for cars that you could buy from normal credits, now however, you can unly use tokens to purchase them. Tokens are hard to come by or easily bought.",4
Asphalt 8,Racing,high, this is the best game ever...... it has bikes it has cars u can even upgrade them it is a great thing that u can even choose the music of your choice... until now it doesn't have any bugs.. u can even knockdown other racers.. even the multiplayer mode is mindblowing the career mode?just awesome if t...Full Reviewthis is the best game ever...... it has bikes it has cars u can even upgrade them it is a great thing that u can even choose the music of your choice... until now it doesn't have any bugs.. u can even knockdown other racers.. even the multiplayer mode is mindblowing the career mode?just awesome if the reader has not downloaded yet the please don't resist... best game ever...,5
Asphalt 8,Racing,high," Can't access Cross-platform save data (I've spent over $400 on the PC version) The ads are also annoying. ""Click here to continue"" is covered up by an advertisement. I'm in the middle of an MP race, game pauses for an advert, and I get kicked from the race for pausing the game",2
Asphalt 8,Racing,high, Best game ever!!! The car's designs were awesome. Its my favourite game. The controls were also good. But the reason Iam giving it 4 star rating is how big is game. It uses lot of mb so it is difficult to download it. So gameloft should make more games of this type. The game is fun too. 🏁😊🇮🇳 Onl...Full ReviewBest game ever!!! The car's designs were awesome. Its my favourite game. The controls were also good. But the reason Iam giving it 4 star rating is how big is game. It uses lot of mb so it is difficult to download it. So gameloft should make more games of this type. The game is fun too. 🏁😊🇮🇳 Only the thing is the acuall game will be downloaded after downloading from PLAY STORE.,4
Asphalt 8,Racing,high," Beginning starting with asphalt game is asphalt 6 .I like it the most in racing games.so I installed the game asphalt 8 ,it's seems very fantastic with the racing machines which we are using as cars ,the routes ,the stunts of the cars are amazing and giving the wreck to another cars and there is gre...Full ReviewBeginning starting with asphalt game is asphalt 6 .I like it the most in racing games.so I installed the game asphalt 8 ,it's seems very fantastic with the racing machines which we are using as cars ,the routes ,the stunts of the cars are amazing and giving the wreck to another cars and there is great quality in the game .I love the game most .thank you Gameloft and asphalt.......",5
Asphalt 8,Racing,high," The pop up ads are too disgusting, which makes us uninstall the app as soon as we install it. The game is not able to get the internet though the device is connected to Wifi network. The game is not running on Mobile Networks. It always asks for Wifi. Gameloft!!! Do something in the recent updates.",1
