app_name,category,number_of_downloads,review_body,reviewer_ratings
Microsoft News,News,medium," Good news aggregator site. Enjoyed it on windows mobile and so far, it is similar in functionality on android.",4
Microsoft News,News,medium, Great App...balanced news,5
Microsoft News,News,medium, Great to see news as it happens.,5
Microsoft News,News,medium," Great to have a news app that doesn't just create an echo chamber, but allows discovery of actual news",5
Microsoft News,News,medium, enjoy it very much. short articles with a lot of content.,5
Microsoft News,News,medium, This app is very informative..,4
Microsoft News,News,medium, Very easy to use. Information is up to date and articles are well written.,5
Microsoft News,News,medium, very good stories. updated regularly. various categories. good reading,4
Microsoft News,News,medium," All good sometimes articles are unimportant, but on the whole the articles are well chosen.",4
Microsoft News,News,medium, One of my favorites and most feature rich news app! Love it on Windows and also on Android.,5
Microsoft News,News,medium, My favorite! Really glad that it was updated for Android to be like the one I had on my Windows phone.,5
Microsoft News,News,medium," Seems like a balanced presentation of the news. I've seen some articles I thought were biased, but none I thought were false.",5
Microsoft News,News,medium," Doesn't do local news, crashes occasionally but otherwise good and fun to use.",3
Microsoft News,News,medium," Timely, thorough, objective reports on big stories at the moment.",5
Microsoft News,News,medium," Love this news app. Lets you get news from curated sources, search, and organize your reading by category.",5
Microsoft News,News,medium, This app has gone way down hill. News articles are over a month old which defeats the purpose of the app.,1
Microsoft News,News,medium," Works well, and I was able to choose what categories of news I wanted to see.",5
Microsoft News,News,medium," The only proper editable news feed app, most news app force unwanted garbage at you with no way to completely block it, Microsoft news lets select which subjects i want and cut out the rest",5
Microsoft News,News,medium, Good design but news updates are slow and most of the sources have similar biases.,2
Microsoft News,News,medium," App gathers news from a lot of sources. it is annoying that it Carrie's ""sponsored"" pieces designed to look like news stories.",4
Microsoft News,News,medium, A pretty good news app but the odd mix of stories displayed is at times annoying .. maybe because i don't use bing to search i dont get news relevant to my interests ..,3
Microsoft News,News,medium, A lot of video to view without a lot of ads along with great news selection. Local coverage could be a lot better,4
Microsoft News,News,medium, It wont remember my saved news catagories . It constantly resets them. Annoying. I prefer the windows 10 version. It is superior.,1
Microsoft News,News,medium, The app broadcasts news and other issues that keep me up to date with current affairs.,5
Microsoft News,News,medium, Can't remove topics I'm not interested in. Also specifically did not click on sports when I was setting up except soccer yet I'm getting baseball stories. And other random BS I don't want. Not what I had in mind. Guess it's back to crappy Google News.,2
Microsoft News,News,medium, Great app. Increase news delivery speed.,5
Microsoft News,News,medium, More sections should be included like of opinion and science,4
Microsoft News,News,medium," Good feeds, reliable sources",5
Microsoft News,News,medium, Loading speed is high. Can read pre-loaded text even during no access of data,5
Microsoft News,News,medium," One glaring weakness... the app allows dishonest (""Trumpcare Policies From $28""), offensive (""You Won't Believe How Poorly Heather Locklear Has Aged"") and clickbait (""These 142 Rules, Shown One Per Page, Will Cure Your E.D."") ads disguised as news.",3
Microsoft News,News,medium, Very slow app startup is a negative. Please allow user to turn off the long list of languages.,2
Microsoft News,News,medium, Great App !!! The quickest news updates I get amongst a host of other stuff.,5
Microsoft News,News,medium," great app for news, but sometimes slow to load on Wi-Fi. switch to cell data corrects this.",3
Microsoft News,News,medium, this is how I read the UK newspapers without the interminable fight with the over heavy page layout and endless advertising of the official websites. DEAR NEWS PRO TEAM (DISBANDED BUT NOT FORGOTTEN) PLEASE WILL YOU INTEGRATE THIS NEWS APP WITH LAUNCHER AND PORT OUTLOOK FOR CALENDAR UPDATES TO LAUNCH...Full Reviewthis is how I read the UK newspapers without the interminable fight with the over heavy page layout and endless advertising of the official websites. DEAR NEWS PRO TEAM (DISBANDED BUT NOT FORGOTTEN) PLEASE WILL YOU INTEGRATE THIS NEWS APP WITH LAUNCHER AND PORT OUTLOOK FOR CALENDAR UPDATES TO LAUNCHER FOR THE LOVE OF GOD YOU WILL BE REWARDED IN THE AFTERLIFE IF NOT AWARDED THE PRESIDENTIAL MEDAL SOLVING THE MOST IMPORTANT TASKS IN THE FRONT OF ANY PHONE UI SAVING COUNTLESS HOURS AND PRODUCTIV,5
Microsoft News,News,medium, Great application to read news. It gives you different access to many media.,5
Microsoft News,News,medium," Good to know information! When time allows, this is one part of a well rounded list of daily reads.",5
Microsoft News,News,medium," Works fine, does what it is supposed to do",4
Microsoft News,News,medium, old version was better. this version is rubbish. you cant reorder things and its very annoying.,2
Microsoft News,News,medium, It should be updated regularly. Sometimes I find old news that I haven't read.,3
Microsoft News,News,medium, I'll try this news app. I am looking for something unbiased neither left nor right. Main stream media broadcasts have turned into an opinion page. I want the unslanted cold hard facts.,4
Microsoft News,News,medium," looks nice, dont like the initial loading screen. too slow.",5
Microsoft News,News,medium, No ads interruption while reading the news. Thumbs up!,5
Microsoft News,News,medium, Great mix of broad news keeps me current on events. Easy to skim by scrolling headlines.,5
Microsoft News,News,medium," Short, concise, and informative when you don't have time enough to read the newspaper or watch the news.",4
Microsoft News,News,medium," I like it better than Flipboard, less ads. plus nice customisable selection.",5
Microsoft News,News,medium, A very good app. Gives a good coverage of news providers in your selected region coherently presented way.,4
Microsoft News,News,medium, gives you news and the user interface is designed to be easy to use with one hand on a phone. finally!,5
Microsoft News,News,medium, this app keeps me in the loop! There are a wide variety of topics and articles from different sourses.,4
Microsoft News,News,medium, The news articles picked are short and sourced from accurate news outlet. One can also categories your news based on interests.,5
Microsoft News,News,medium, Please give a option to copy word from app.,5
Microsoft News,News,medium," Great news app, but wished it focused more on news then Trump and politics, needs a little more Canadian and world news",5
Microsoft News,News,medium, Liked app on Windows phone. Glad to have it for my Android phone.,5
Microsoft News,News,medium," Great news app, with customisable choice of news groups, and the necessary dark mode.",5
Microsoft News,News,medium," Full of Spyware and so much advertising ... Come on Microsoft, aim at the quality, not the money! This way you're spreading jousting the fake news! Really disappointing.",1
Microsoft News,News,medium, Good News Selection. Poor reading experience. Cannot Adjust the text size and other reading parameters.,4
Microsoft News,News,medium, Lots of subjects to explore. No clitchs with the app. Clean clear interface.,5
Microsoft News,News,medium," Great news app, lots of customization options, wish they had a paid ad free option",5
Microsoft News,News,medium," Good all around news app, that can be easily tailored to personal interests.",4
Microsoft News,News,medium, The content submitted to this app definitely needs much better editing and proof-reading!!!!,3
Microsoft News,News,medium, Just a great app that works keep the ads off and it's very informative good one guys keep it up,4
Microsoft News,News,medium," the best ! been using it since microsoft phone days , never fails to keep up with most relivant news . recommended",5
Microsoft News,News,medium, This is my favorite for the best of reporting. I know what's happening immediately and can read more about the topic when time.,4
Microsoft News,News,medium," No ability to select or exclude news sources, lots of clickbait, and why do the articles have paragraphs asking me to download the app? I'm using the app!",2
Microsoft News,News,medium," A trendy source weighted toward popular topics. Add other sources for in depth information on world events, technology, science, literature and the arts.",4
Microsoft News,News,medium, would love to have the option of including or excluding 3 news outlets as some sources has a limitation on retrieval.,4
Microsoft News,News,medium, its easy reading and the layout is clear and concise.,4
Microsoft News,News,medium," I like this app, you can easily get carried away with time whilst reading it.",5
Microsoft News,News,medium, excellent sources and variety of news articles. customizable according to your interests.,5
Microsoft News,News,medium, Like the content but seems to have more and more technical problems.,4
Microsoft News,News,medium, Easy to navigate. Can customize news sections. Has not crashed.,4
Microsoft News,News,medium, Too many notification alerts even when you turn them off in the settings.,2
Microsoft News,News,medium, This is by far one of the best news App.,5
Microsoft News,News,medium, Could use more updates to news featured. Some stores stay on there for days at a time.,4
Microsoft News,News,medium," The content is ok, but rhe articles are set up as automatic slide show which moves too fast to read and absorb",3
Microsoft News,News,medium, Great multiple news source. Good management of news sources. been using for 2 years,5
Microsoft News,News,medium, This app is useful and gives a great variety of news and news sources.,5
Microsoft News,News,medium, Good app. Well laid out although does have a rather large reliance on clickbait rubbish ads,4
Microsoft News,News,medium," The windows phone version of this app was much better, this version doesn't allow me to set my own news sources.",2
Microsoft News,News,medium, average app by Microsoft - a giant in it sector. nothing to set this app apart. just another run of the mill app. expected something better from Microsoft. stand corrected.,2
Microsoft News,News,medium," Site does not connect to other stories on topic, unlike Google News which aggregates more info. However, no paywall for Wa-Post and NYT stories is an MAN news benefit.",4
Microsoft News,News,medium, It does a good job but the widget is slow to refresh.,4
Microsoft News,News,medium," Even though if you disable push notifications, it will enable automatically and send push notifications...",2
Microsoft News,News,medium, Great app. Keeps me informed with a wide variety of sources.,5
Microsoft News,News,medium," very informative and intuitive, ads are present but not intrusive. love it",5
Microsoft News,News,medium," Great Contents but unable to ""Bookmark"" on my Tablets unless I switch to Chrome Browser.",3
Microsoft News,News,medium," Great App, has better options than Google News and is easy to personalize while.remaining simple and uncluttered.",5
Microsoft News,News,medium," Nice, but it's still curated news, meaning government approved news with the chief editor slant. No, thank you.",2
Microsoft News,News,medium," Good variety, offers readable compendium of day's most important stories, as well as tailored features.",5
Microsoft News,News,medium," Unable to sign in. Email and password are correct, it just refuses to load my account data.",2
Microsoft News,News,medium, A good selection of news articles which can be tailored to suit your interests.,4
Microsoft News,News,medium," almost perfect replacement for now dead Google News & Weather app but plz stop showing daily ""Horrorscope"" as breaking news, it is also illegal in some Indian states to do so!",2
Microsoft News,News,medium, Great news app. Sometimes ahead of others when it comes to breaking news.,4
Microsoft News,News,medium," Good mixture of news, covering all aspects of the events.",5
Microsoft News,News,medium, Works great and delivers a great amount of news from multiple sources.,5
Microsoft News,News,medium, Great place to get all the latest news from tons of sources without having to subscribe!,5
Microsoft News,News,medium, All news items carry a message to download the app while reading news/article. Irritating,3
Microsoft News,News,medium, Consistent with the News App on Windows 10; love the dark mode!!!,5
Microsoft News,News,medium, Good news app from Microsoft. I ussualy use this aoo on Windows Pc/Laptop to read tbe news. Now i can use use it on Android mob phone too.,5
Microsoft News,News,medium," Needs to look more like Google News app, you know the old Windows style that you use to support.",3
Microsoft News,News,medium, Love the setup of the page and the ability to choose your feed topics.,5
Microsoft News,News,medium," Specifically exclude sports from interests, constantly get sports related notifications. Do not enable notifications on this app if you like them useful.",2
Microsoft News,News,medium, I was not expecting this to be such a great aggregate for news. By far this is THE best news app for Android. Highly recommend.,5
Microsoft News,News,medium," Clear, concise, & allows me to read. I really like it. My #1 news site!",4
Microsoft News,News,medium, Good interface. .very informative..like having uk seperate to the rest of the world.. keep it up..,5
Microsoft News,News,medium, Keeps me up to date on the news. I also enjoy the variety of news items available to read.,5
Microsoft News,News,medium, This news and is easy to set up and access. I find myself going here more than others because of ease of access.,5
Microsoft News,News,medium," This was my preferred news app on my Windows phone, was so happy to find it in the Play store. Love it just as much as the Windows version.",5
Microsoft News,News,medium, Good app as it notified only main news not all. That's why I'm giving 🌟 🌟 🌟 🌟 🌟 You can select category here or any particular thing.,5
Microsoft News,News,medium," Easy to navigate, simple and most important is you can customize with your own interest.",5
Microsoft News,News,medium, I have been using this app from when I had my Lumia 640xl. And this is the best news app that I have used. Beautiful interface makes reading a delight,5
Microsoft News,News,medium, Only international news that is accessible in China. However the search function stop working recently.,4
Microsoft News,News,medium, Microsoft News is by far the best news presentation. It is accurate and detailed in it's reporting.,5
Microsoft News,News,medium," The news feed is intelligently displayed. The ""Breaking News"" notifications can get annoying though.",4
Microsoft News,News,medium, Very good. If opinions could be added,5
Microsoft News,News,medium, It's very good to read,5
Microsoft News,News,medium, Amazing app to read news. You never realize that you are reading news and you get to know day to day news.,5
Microsoft News,News,medium, this is really great app👍. i really like the design. but there is missing Czech localisation.🇨🇿😥,3
Microsoft News,News,medium, Good and customizable compendium of news from different sources.,4
Microsoft News,News,medium, Clean interface. All news well organized and easy to access.,4
Microsoft News,News,medium, Used to be the best news app on windows phone however too many ads and false news stores on the android version.,3
Microsoft News,News,medium, Great app for having the news bundled together. Enough options in the settings to change it to your liking.,4
Microsoft News,News,medium, I expect an app to open immediately and not display it's insignia and flash it's description in other languages.,3
Microsoft News,News,medium, Great app. It gives me all the information I want. I have made it the way I want to get the news,5
Microsoft News,News,medium, This app does not allow you to copy from the article and I rely on this. Articles do not count against an allotment so this is very good.,3
Microsoft News,News,medium," Good, well balanced selection of news articles that are up to the minute and REAL news.",5
Microsoft News,News,medium, MSN has always had the latest news and complete story and follow up stories! Always on my phone since 1996!!,5
Microsoft News,News,medium, Introduce widgets for the home screen. It will be easy for short news and can be viewed on the go...,5
Microsoft News,News,medium, Works very good and is easy and friendky to read and find different news. Good for you.,5
Microsoft News,News,medium, Good selection of news items but would benefit from at least a modicum of proofreading!,3
Microsoft News,News,medium, Much better than flipboard I can read the articles without having to subscribe to the different news outlets!!!!,5
Microsoft News,News,medium, Content provided is of excellent standard but the time of publishing of the news is missing which somewhat reduces the concept of news,4
Microsoft News,News,medium, Good lengthy subject matter,5
Microsoft News,News,medium, The Best News Apps,5
Microsoft News,News,medium," Just loving Microsoft news, thank you guys.",5
Microsoft News,News,medium, Excellent app to get news from both sides of the aisle. Than you!,5
Microsoft News,News,medium," Keeps up to date and just discovered, sweeping up & down seams together stories in succession. Or so it seems...",4
Microsoft News,News,medium, works well. has occasionally borderline content (Fox opinions? please...) but generally up to date synopsis with links to full details of original article.,4
Microsoft News,News,medium," Nice UI, and best way to get great contents of msn home page.",5
Microsoft News,News,medium," I rely on this app for a lot of my news, it is fair and unbiased, it is my first glimpse of events from around the world and here at home, I read through the articles to get my day started, I find it very informative and trustworthy.",5
Microsoft News,News,medium," Gives a quick overview of the news, with links to before in depth",4
Microsoft News,News,medium, Good news sourced and good design. Easy to read dark and light themes. Good search.,5
Microsoft News,News,medium, Great app for staying up to date on the news happening every where!,5
Microsoft News,News,medium, Fast and easy way to get all major news outlets headlines.,5
Microsoft News,News,medium," Easy to use, and gives me clear news from many different sources. My favorite.",5
Microsoft News,News,medium, Good compendium of news from all over the world and in original languages.,5
Microsoft News,News,medium," Really like the speed of this app to load news stories, now my only used news app!",5
Microsoft News,News,medium," I'm a reluctant migrant from Windows Phone, but these Microsoft apps have certainly eased the pain. this app is no exception. Beautiful.",5
Microsoft News,News,medium, App and it's simple display very good for reading but it's opening time is more....,2
Microsoft News,News,medium, I hope it will have a bigger font size to make reading more easy and comfortable.,3
Microsoft News,News,medium," Great apps, except reloads while on subway, wiping out preloaded story.",4
Microsoft News,News,medium, I am very impressed with your news app and appreciate all the work involved to keep us informed. Great coverage and all that you offer is awesome. Thanks for all you do.,5
Microsoft News,News,medium, Reasonable good reading contents. But sometimes not breaking news.,4
Microsoft News,News,medium," Videos Section is awful, and the videos do not play entirely. Microsoft should remove the poorly functioning videos because they are useless.",2
Microsoft News,News,medium, This news app is easy to navigate. Pics help to search through stories. Categorized stories are helpful in finding stories of interest. Downer: obviously biased.,4
Microsoft News,News,medium, App performance is really good. It has a great diversity of articles and information.,5
Microsoft News,News,medium, Love news stories that are reported here; never any glitches or downtime. Highly recommend,5
Microsoft News,News,medium, Just moved from Google News. I am able to view articles from major publications like the New York Times without restriction. I would like to have the ability to reorder the tabs.,4
Microsoft News,News,medium," Love the layout. Great, great news app. A must have app for all Android devices.",5
Microsoft News,News,medium," Use this app to catch up on news several times per day, loads fast, good assortment of sources.",5
Microsoft News,News,medium, Very informative! Like it!,4
Microsoft News,News,medium, Better choices news insites from Microsoft...,5
Microsoft News,News,medium, This app freezes right after switching from another app!,1
Microsoft News,News,medium, Great news app. Has many good sources from different perspectives.,5
Microsoft News,News,medium," Useful information about economics, and up to date on national and international news",5
Microsoft News,News,medium, app is good but doesn't refresh content often. also not many videos.,3
Microsoft News,News,medium," A very customizable news app, easy to use navigation. Clean UI.",5
Microsoft News,News,medium, Great customization capabilities to allow choice of news sources.,5
Microsoft News,News,medium, I like the app because it keeps up to date with current news and events.,5
Microsoft News,News,medium," Why does it say ""download Microsoft news app"" in EVERY article, when I am reading said articles in said news app? PLEASE FIX.",3
Microsoft News,News,medium, Clean interface. Not updating very often. Barely any new news to read. Uninstalled.,3
Microsoft News,News,medium, keeps crashing upon setup ..because its microsoft they will probaly start charging 119.00 a year to update like the rough flow of windows 10,1
Microsoft News,News,medium, Decent variety and current selections. Somewhat left but to be expected these days.,4
Microsoft News,News,medium, Love this news app. Very easy to navigate and reach all my news with one hand as I swipe.,5
Microsoft News,News,medium, This is a great news app. You can customize it to your own liking. It covers ALL kinds of news.,5
Microsoft News,News,medium, Great app in general. Still a few bugs with screen rotation.,4
Microsoft News,News,medium," Is a very good app,the information is beautifully edited. I really enjoy the app, for me is a 🖐⭐, GOOD WORK!",5
Microsoft News,News,medium, Decent assortment of news and entertainment. I'd like to be able to reject reactionary news from the right wing but I guess you cant always get what you want...,4
Microsoft News,News,medium, It adds an international perspective to issues. Wide coverage. Many topics touched. Very good. Keep up the good work,4
Microsoft News,News,medium," Pointless. Often headline news, particularly local is three months old",1
Microsoft News,News,medium, It adds variety to the Google news on my phone so more news is good news,5
Microsoft News,News,medium, Brief unbiased reports from around the World.,5
Microsoft News,News,medium," The app isn't opening at all. Whenever i open it, it closes down automatically",1
Microsoft News,News,medium, Love the content always up to date with the latest news and trends.,4
Microsoft News,News,medium," Seems better coverage,photos visually stunning. Competion seems literally bland by comparison!",4
Microsoft News,News,medium, This is my favorite for managing and reading news. It's sophisticated yet easy to use.,5
Microsoft News,News,medium, The news that you need as it happens. Fact check folder is most reliable and fair.,5
Microsoft News,News,medium, Great companion app to MSN on Edge on my desktop. All my interests are remembered.,5
Microsoft News,News,medium, Great for current news events. Broad cross section of coverage.,5
Microsoft News,News,medium, Good news app. Lots of categories for news from many sources .,5
Microsoft News,News,medium, Contents always interesting but app is very slow to open and is prone to freezing.,3
Microsoft News,News,medium, Functionality- real nice. Content- peddles most clickbait and/or inaccurate news sources.,2
Microsoft News,News,medium, Very good international news coverage application. An excellent way to keep up to date.,5
Microsoft News,News,medium," I like the short, concise, up to date news! Thanks!",5
Microsoft News,News,medium, Very good app that covers a broad range of subject matter in an easy format.,5
Microsoft News,News,medium," I love the UI, but please, add saved news/favourite news when we read it. Thanks",4
Microsoft News,News,medium, I like this app but there should be a setting to filter out the very old stories,4
Microsoft News,News,medium, possibly the best news app i have come across... its interface is fantastic news updates are accurate and fast a must try app for all,5
Microsoft News,News,medium, occasionally crashes and requires users to set up preferences every now and then,3
Microsoft News,News,medium, The daily delivery of the Daily Brief with succinct articles is really good!,4
Microsoft News,News,medium, this is an excellent app if you want to keep up with current news. you will learn everything here they hide nothing. I love this news app!,5
Microsoft News,News,medium," Well done. It's Microsoft, been with MS since Msdos 3; all versions of Windows. Never disappointed, super job!",5
Microsoft News,News,medium," can't block the source, language is india english select but hindi news are coming, news keep repeating on scrolling",2
Microsoft News,News,medium, One cannot choose which news sources to receive content from. Also one cannot hide unnecessary & uninteresting news that shows up forcibly.,4
Microsoft News,News,medium, Very good app... nice interface,4
Microsoft News,News,medium, Great apps very helpful,5
Microsoft News,News,medium, Informative and educational.,5
Microsoft News,News,medium, Lots of choices for special interests. Need to remove news stories that are no longer relevant.,4
Microsoft News,News,medium, keeps me up to date with the news. only 4 because entertainment section is not there now.,4
Microsoft News,News,medium," Superb, tweaks required to crawl the news from different sources and selecting sources",4
Microsoft News,News,medium, I like the articles and read many. Easy access.,4
Microsoft News,News,medium, Needs Arabic language option. Otherwise 5/5. Not sure why Arabic isn't offered.,4
Microsoft News,News,medium, Not a patch on the old googleNews and Weather but better than some.,1
Microsoft News,News,medium," Great news aggregator. Could use more sources though, especially for tech news.",4
Microsoft News,News,medium," Good, concise, timely news in an easy to use app.",5
Microsoft News,News,medium," I don't like the repetitive stories from My News to the Top News tab. Other than my pettiness, it's pretty good.",5
Microsoft News,News,medium," Very well rounded app, good news articles and it comes with a dedicated dark mode.",5
Microsoft News,News,medium, The most boring news updates. News was retained for neatry 4-5 days with no updates. Sometimes it highlight news that is 3-4 dayz,2
Microsoft News,News,medium," Wide variety of up to date news sources, pictures and articles.",4
Microsoft News,News,medium," Great app to stay on top of the news, and not intrusive to my day.",5
Microsoft News,News,medium," Up to date news, very informative, this is one of my go tonews source's, easy to use and always fair reporting.",5
Microsoft News,News,medium, Too many old news stories and too much focus on american irrelevance. Also lots of links either lead nowhere or are so full of adverts that they are a waste of time and effort.,2
Microsoft News,News,medium," No nonsense, up to date and informative information. Keep it up.",5
Microsoft News,News,medium, Can not install becuase it catch the location and show only in Arabic,1
Microsoft News,News,medium, well organized and a good cross section reporting. probably the best news app.,5
Microsoft News,News,medium," UNINSTALLED. I continue to download this app in hopes that it will improve. Unfortunately, it remains mostly extremist and fake news sites with no option to block.",1
Microsoft News,News,medium, Only news app that doesn't chew up a GB of data each month.,4
Microsoft News,News,medium," Blank screen... then an error has occurred. I'm using a Mobicel R9 Plus, android version 7.1.2. Please can you take a look?",1
Microsoft News,News,medium, Overall good but not enough news and information. Could do more with different sports and more general news. Stop asking for review! I already did it and if you not gonna sort it out next time I will take one star away!,4
Microsoft News,News,medium," Awesome app. My one source News,that's reliable and efficient.",5
Microsoft News,News,medium," Good app and good interface. On Note8 device, app is prone to crashing on occassion.",4
Microsoft News,News,medium, occasionally drops out and requires re-starting apart from that very informative and useful,5
Microsoft News,News,medium," Fast working, easy to use, has news that's important.",5
Microsoft News,News,medium, Widget not scrollable and it's font kinds of small. Hard to read new at a glance.,3
Microsoft News,News,medium, I hate getting the pop up every time I open a story!! if I wanted it I would have already opened it. Stop bugging me!,1
Microsoft News,News,medium, Love it except for all sponsored articles. I rarely will read them.,4
Microsoft News,News,medium," Stories very well selected, little of what I'm not interested in. Nice interface, too.",4
Microsoft News,News,medium, This app is easy to use and everything you need! Microsoft can sometimes make the best stuff!,5
Microsoft News,News,medium," Excellent, always good on my Android phone or my PC, always up to date and informative",5
Microsoft News,News,medium, An option for select/unselect for any newspaper in this app is required. Hide old news as well.,3
Microsoft News,News,medium, Good oeganization. A lot of resources. Wasy to use. Better quality news than some other competing apps,5
Microsoft News,News,medium, Seems good though it's unable to provide content based on my location and is quite laggy at times.,4
Microsoft News,News,medium, Not the most extensive range of stories but it's working for me.,4
Microsoft News,News,medium, Full of click bait rubbish and ads framed like articles.,2
Microsoft News,News,medium, Could be faster,4
Microsoft News,News,medium, Good app apart from repeated interruptions in the text asking me to download the new app which I have already,4
Microsoft News,News,medium, I can't turn off horoscope notification. For that I have to turn off breaking news alert. I don't like being nagged about my horoscope. So removing this app.,3
Microsoft News,News,medium," works for me. different articles to other aggregation platforms, so my reading is broader.",5
Microsoft News,News,medium," Why can I not disable notification vibrations?? Also, the notifications are just bad. Headlines don't even fit in them.",2
Microsoft News,News,medium, Just the news and that's what I want. I got tired of all the pop-up ads on USA today and wanted a news source that doesn't have so much of that.,5
Microsoft News,News,medium," Do not like ""sponsored"" content looking like real news. This must be changed.",4
Microsoft News,News,medium, Great design and full of the content I'm looking for.,5
Microsoft News,News,medium, Great app for quick news summary or to waste time looking at lts of other stories.,5
Microsoft News,News,medium, Best version yet. It just works without major commercials,5
Microsoft News,News,medium," Use to be good. Now it won't open, or crashes. Uninstalled today.",2
Microsoft News,News,medium, Great clear and concise reading and picture qaulity information. Very good organised viewing. Exellent contents.,5
Microsoft News,News,medium, better than google news.. gives you more news and no gossip from tabloids. easy navigation and nice layout with scrolling categories at top,4
Microsoft News,News,medium, Best news app - love the customisation - Love the fact things you're interested in aren't drowned out by prefabricated Bilderberg newspeak nonsense!! 👍,5
Microsoft News,News,medium, A good app alternative to the Google and Yahoo ones. A little better focused than the others.,4
Microsoft News,News,medium, Simply perfect application for reading the main news of every day. Highly recommended it!,5
Microsoft News,News,medium," It was meh, sometimes biased in news headlines but it's expected.",3
Microsoft News,News,medium," The changes to the Entertainment section is way too full of image only stories, and not news stories",4
Microsoft News,News,medium, App is good but the news is horrible. Has such a negative view on the world and is totally biased as you would expect big tech news to be. Don't download it.,2
Microsoft News,News,medium, Lack of imagination on the Android. An embarrassment of product delelopment. Flooded with propaganda sources that can't be changed. Really no value gor a professional adult. Should be removed fyom store altogether.,2
Microsoft News,News,medium, I like it but the news needs to be updated more frequently.,4
Microsoft News,News,medium, would have given 5* but leave some items on for too long,4
Microsoft News,News,medium," Came here after the Google News ""update"" looking for the stuff they took away. So far, it's exactly what I'm looking for.",5
Microsoft News,News,medium, Seems like none of there articles are proofread. Lots of spelling and grammatical errors. Sometimes the story doesn't even make sense because of this.,3
Microsoft News,News,medium," I love checking the news everyday, and with this app I can filter what news and sources I see.",5
Microsoft News,News,medium, Excellent News App. Seperates itself from the pack with unique interests & layout.,5
Microsoft News,News,medium," Good, keeps me up to date with mostly relevant news and updates throughout the day.",5
Microsoft News,News,medium, Every time I look for something in the news it's always there and it's always breaking headline news love it.,5
Microsoft News,News,medium, I'm enjoying the music. I do live in an area where radio reception is extremely scarce. WGCU HAS ENHANCED MY QUALITY OF LIFE,5
Microsoft News,News,medium, I like the multiple news sources and the ability to focus on certain types of news.,5
Microsoft News,News,medium, Great app. Nice variety of news sources. Very up to date.,5
Microsoft News,News,medium, Enjoying news coverage from multiple sources.,4
Microsoft News,News,medium, Easy to set my preferences. Works well.,5
Microsoft News,News,medium, Covers news from a wide perspective.,5
Microsoft News,News,medium, Microsoft News ignores your own topic prefences and will show you topics that you have no interest in. I have screenshots to prove it. My search for a news app that allows me ignore topics continues. I will update this review once I find it.,1
Microsoft News,News,medium, Just like every other news source degrading someone is your news. Could you have done a better job in middle of this pandemic ?,1
Microsoft News,News,medium, It doesn't show any local news and when i try to search it always show error.,1
Microsoft News,News,medium," Pretty good articles. In this era of fox news, msn is a relief.",5
Microsoft News,News,medium, Tailored news with non intrusive ads. Good current affairs topics without fake news,5
Microsoft News,News,medium, wont connect on wi-fi. works fine on data and data with vpn but on wifi wont move past loading screen.,1
Microsoft News,News,medium, If this app can't be like Apple's News+ and if it is going to be infested with ads and trackers then goodbye forever Microsoft... You can never get it right...,1
Microsoft News,News,medium, There is always a wide variety of news articles covering the globe.,5
Microsoft News,News,medium, videos are not well integrated and make the apps crashes especially when rotating the screen several times in a row,3
Microsoft News,News,medium, Most unreliable app I have ever used. Constant crashes and often won't even load.,1
Microsoft News,News,medium, Great app! Did not give it 5 stars due to a few errors.,4
Microsoft News,News,medium, This is the best app for news on Android. Please give us option to save articles to read later.,5
Microsoft News,News,medium, Excellent reporting and highly recommended for all readers of factually responsible news!,5
Microsoft News,News,medium, Great for news! I don't get to watch news at a normal time when it's on...so this is how I catch up on what's happening in this crazy world!,5
Microsoft News,News,medium, BEST news feed app hand's down! Very easily customizable and most updated source for all latest news!,5
Microsoft News,News,medium, Wonderful news aggregater. Customizable. Easy to use.,5
Microsoft News,News,medium, Mostly intetesting stories and articles. Timely delivery. Good photos.,4
Microsoft News,News,medium, Need to personalize even more. 👉🏼 Missing published time in the headlines which is one the most important thing in news headlines.,3
Microsoft News,News,medium, I don't know any one could #@%* up the news so good job doing that..,5
Microsoft News,News,medium," Best place to get all the major news stories of the day, as well as breaking news and updates.",5
Microsoft News,News,medium," no variety of articles from wide swath of sources, easy to navigate",4
Microsoft News,News,medium," No breaking news pop notifications, too slow, no widget unbelievable, I don't believe Microsoft made this app",1
Microsoft News,News,medium, quite poor selection of news articles and surprised to often find lot of ads (fake news) in between too,1
Microsoft News,News,medium," its good, though presentational errors (grammatical) exist.",4
Microsoft News,News,medium, too many ads disguised as news. Otherwise it is good,3
Microsoft News,News,medium," Trusted and informative. Diverse sources, appealing and well organized.",5
Microsoft News,News,medium, This news app is very useful and updated quite often. Really recommend it!,5
Microsoft News,News,medium, very informative. My favorite news app because everything is easy to find,5
Microsoft News,News,medium, Would prefer better balance in news. More conservative and alternative news sources.,3
Microsoft News,News,medium, Nice layout... Pleasing to the eye for reading.. Just wish you can select news for specific country,4
Microsoft News,News,medium, Lists really bad click bait style adds along with the news tiles. Come on Microsoft. WTH??,3
Microsoft News,News,medium," One thing missing, why can't I swipe the news pages",4
Microsoft News,News,medium, By far best news app on Android!,5
Microsoft News,News,medium, Very good app with global newsgathering capabilities.,5
Microsoft News,News,medium," Fantastic design and informative news app, happy with the results. Good work developers",5
Microsoft News,News,medium," Good app for news, but videos (included news) are not showing when I start play.",5
