,author_name,review_date,reviewer_ratings,review_body
115,Jeff Blum,"March 29, 2020",1," Terrible app. It randomly loses connectivity and I have to close and reopen it. If you leave for a minute to look something up, find a link, etc, it loses where you were in your feed and you can't find the post you were on. Articles read through the app often don't work properly but do on Chrome. La...Full ReviewTerrible app. It randomly loses connectivity and I have to close and reopen it. If you leave for a minute to look something up, find a link, etc, it loses where you were in your feed and you can't find the post you were on. Articles read through the app often don't work properly but do on Chrome. Lately gifs haven't been working right, they are tiny and you can't tell what they are. Comment threads are often out of order and impossible to follow. There's more, but there's a 500 character limit."
116,Tire Diana,"April 12, 2020",1," Everyone should visit: ( BrowserGood. Com ) to install the best browser app. It's BLOCK ADS, PRIVACY and FAST. Facebook was fine and navigation was decent but the FB company is just awful. Disabling accounts for no reason whatsoever. Can't even go through the process to try and return my account thr...Full ReviewEveryone should visit: ( BrowserGood. Com ) to install the best browser app. It's BLOCK ADS, PRIVACY and FAST. Facebook was fine and navigation was decent but the FB company is just awful. Disabling accounts for no reason whatsoever. Can't even go through the process to try and return my account through the app. Wake up one morning, everything is fine; can log in, can use messenger, no problems. After being at work, I go on my lunch break and it's just disabled"
117,luronne cachia,"April 19, 2020",1, Ever since the update. I have 20+ notifications then you go into the app and there is only 4. You click on a page and it goes completely haywire! Scrolling to older posts without me even touching anything! Just go back to what works!
118,onexslickxtrick,"March 26, 2020",1," New interface sucks. Why doesn't the top bar hide when you scroll? I'm going to get ""Facebook"" burned into my screen like this... Liked the blue layout way better! Edited to 1 star. Please fix this! I can't post photos in comments anymore! It's either blank or says ""you have no photos"". If I restart...Full ReviewNew interface sucks. Why doesn't the top bar hide when you scroll? I'm going to get ""Facebook"" burned into my screen like this... Liked the blue layout way better! Edited to 1 star. Please fix this! I can't post photos in comments anymore! It's either blank or says ""you have no photos"". If I restart the app, it works maybe 1/5 tries. I also can't comment on my own posts without opening them in a weird way. Hitting the ""comment"" button does nothing. Pls fix!!"
119,Shannon Crane,"April 12, 2020",1," NEVER forget your password! I tried logging in to another app via Facebook and forgot my password. It booted me out of every device I was logged in on. I don't have access to my old cell. After a dozen attempts asking my trusted contacts for codes, I have had 3 attempts that ended with being told th...Full ReviewNEVER forget your password! I tried logging in to another app via Facebook and forgot my password. It booted me out of every device I was logged in on. I don't have access to my old cell. After a dozen attempts asking my trusted contacts for codes, I have had 3 attempts that ended with being told they would text or email a link in the next 30 minutes. No link. And no other options. There is no way to contact Facebook. Very frustrating. I do what it says and their system is broken."
120,Marilyn Carson,"April 13, 2020",5," Love it! It's amazing and fun. And, at 67yrs old, I need the continued stimulation! I'm so glad that you are here and part of my everyday life! There is so much to do and to get involved in that getting bored is not an option. Keep up the good work, along with the excitement that comes with it! It k...Full ReviewLove it! It's amazing and fun. And, at 67yrs old, I need the continued stimulation! I'm so glad that you are here and part of my everyday life! There is so much to do and to get involved in that getting bored is not an option. Keep up the good work, along with the excitement that comes with it! It keep this old lady going! Much Love, Marilyn A. Carson,"
121,Ross Daigle,"April 7, 2020",4," New update has ruined the Marketplace experience. Hard to navigate and cannot view all of my current for sale listings together; only shows my sold listings. No buttons anywhere to remedy, not that there should be any additional buttons. And marketplace content only shows boosted listings; new listi...Full ReviewNew update has ruined the Marketplace experience. Hard to navigate and cannot view all of my current for sale listings together; only shows my sold listings. No buttons anywhere to remedy, not that there should be any additional buttons. And marketplace content only shows boosted listings; new listings are extremely hard to find. I'm on the latest update with a Note 9. UPDATE 04/07/20. Credit where it's due- the next day the appvwas updated and my complaints were resolved, within 90%. Props."
122,Thaw Htike,"April 19, 2020",1," Very Bad app I have Been using Facebook in PC and FB lite for 5 years in asafe way , Before 5 days i installed this app and as i Loged in to my account it asked me to upload ""Photo Of my face"" and i uploaded and i did not get any response this Forced me to make new account. I recommended everyone se...Full ReviewVery Bad app I have Been using Facebook in PC and FB lite for 5 years in asafe way , Before 5 days i installed this app and as i Loged in to my account it asked me to upload ""Photo Of my face"" and i uploaded and i did not get any response this Forced me to make new account. I recommended everyone seeing this to do not install it ."
123,Paula Bowser,"April 1, 2020",1, Facebook is terrible! They keep deactivating my account for no reason! I keep putting in my phone number and email and it will not accept it then they wanted me to send a video to make sure it was me ! I did that about 4 times and I am still not able to log into my account! So I said forget this app...Full ReviewFacebook is terrible! They keep deactivating my account for no reason! I keep putting in my phone number and email and it will not accept it then they wanted me to send a video to make sure it was me ! I did that about 4 times and I am still not able to log into my account! So I said forget this app! I'm staying with Instagram! They are the best app to log into! Facebook is terrible
124,Yvette Aguinaga,"April 18, 2020",1," So many missed notifications! People wonder why I never replied back to them or ignored their comments. I will get a notification that they liked a picture comment or they liked one of my comments, but I hardly ever get a notification that they commented on a post or replied to a comment. This is wh...Full ReviewSo many missed notifications! People wonder why I never replied back to them or ignored their comments. I will get a notification that they liked a picture comment or they liked one of my comments, but I hardly ever get a notification that they commented on a post or replied to a comment. This is whether the post or comments are on my page or theirs same thing either way. It's supposed to be a way of keeping up with friends and family, yet how can that happen when so many comments are missed"
125,Wyn Yaz,"April 13, 2020",1," When verifying my account with an ID, i get kicked out with a notification the connection is lost, when i have full connection to the internet. The information I am submitting is not processing. Now my account is disabled for no apparent reason. When proceeding to investigate or make contact as prom...Full ReviewWhen verifying my account with an ID, i get kicked out with a notification the connection is lost, when i have full connection to the internet. The information I am submitting is not processing. Now my account is disabled for no apparent reason. When proceeding to investigate or make contact as prompted by the app, I'm told the connection is lost and I'm kicked out. It's absolutely frustrating and I'm very unhappy."
126,S P,"April 18, 2020",1," Notifications don't get marked as read, an ongoing issue for months now ..... Typical Facebook anti Android bullshxt. Images crop square without any other choice through the app. Keep calling Android ""simple"", idiots, you still can't get it right without breaking something else..."
127,Kunal Pimoli,"April 20, 2020",1," my first Facebook account blocked .then i open another Facebook profile it's blocked me again . now i don't use Facebook..i am using other social application when verifying my account with an ID, i get kicked out with a notification the connection is lost, when i have full connection to the internet...Full Reviewmy first Facebook account blocked .then i open another Facebook profile it's blocked me again . now i don't use Facebook..i am using other social application when verifying my account with an ID, i get kicked out with a notification the connection is lost, when i have full connection to the internet. The information I am submitting is not processing. Now my account is disabled for no apparent reason. When proceeding to investigate or make contact as prompted by the app, I'm told the con"
128,Michelle Moulder,"April 6, 2020",2," Won't consistently load ""memories"", will show one memory but wont load the rest. Navigation shortcut bar being moved to the bottom of my screen is horrible. I should be able to have it at the top where I like it and where it makes sense. With it at the bottom, I'm accidentally hitting a shortcut whe...Full ReviewWon't consistently load ""memories"", will show one memory but wont load the rest. Navigation shortcut bar being moved to the bottom of my screen is horrible. I should be able to have it at the top where I like it and where it makes sense. With it at the bottom, I'm accidentally hitting a shortcut when trying to scroll through my feed. Feed is always out of order and shows stuff from days ago as if it's new. I cringe with every update because it makes the app worse than before!"
129,Julie-Ann Schmidt,"April 18, 2020",1," Facebook on Android is just terrible. Everything takes so long to load. Tap on a picture and it doesn't get bigger, you have to wait while it lags. I'm used to a much smoother app on iOS. Just redo it, it's horrible."
130,Amy Zurita,"March 31, 2020",1," I had an app update the other day, and since then, it's hanging onto notifications and then giving me multiple at once, hours later. It's also riddled with ads more than before, and most of them are irrelevant, and those that aren't look super spammy and fishy. I don't want every other post in my fe...Full ReviewI had an app update the other day, and since then, it's hanging onto notifications and then giving me multiple at once, hours later. It's also riddled with ads more than before, and most of them are irrelevant, and those that aren't look super spammy and fishy. I don't want every other post in my feed to be an ad. **Update again, now I don't get notifications, even after uninstalling and reinstalling. **Update 3/31 - now my ads are almost all church ads, Spanish ads, or both. It's horrible!"
131,Talal Talal,"April 18, 2020",5," Good experience in looking and sharing good videos to my friends and the public in large, which are beneficial on my Facebook account but some time I get some problem in looking some videos. I usually, share videos to my friends and on some I like to comment on most of things which I like."
132,Rachel Marks,"April 7, 2020",4, Sometimes the notifications are inconsistent. Like once you are done checking your inbox for all your content the red number still is there. And you can only save certain things. Like if there is a picture on the link on your home page it doesn't let you save the picture but only the lin sometimes. ...Full ReviewSometimes the notifications are inconsistent. Like once you are done checking your inbox for all your content the red number still is there. And you can only save certain things. Like if there is a picture on the link on your home page it doesn't let you save the picture but only the lin sometimes. But overall it works well.
133,Neda,"April 18, 2020",2," Personal profile works fine for the most part. But my professional public page? An absolute headache. I see there has been an update that makes it operate more like Instagram Which I was fond to see. However it's faulty. If I follow too many pages the whole platform starts spazzing. Nothing loads, m...Full ReviewPersonal profile works fine for the most part. But my professional public page? An absolute headache. I see there has been an update that makes it operate more like Instagram Which I was fond to see. However it's faulty. If I follow too many pages the whole platform starts spazzing. Nothing loads, my whole page is frozen and inoperable, and I get booted off of everything with the ""session expired"" notice. Your new features for public pages are very buggy, please fix."
134,Zelda Verity,"April 10, 2020",1," Everyone should visit: ( BrowserGood. Com ) to install the best browser app. It's BLOCK ADS, PRIVACY and FASTER. I like Facebook app, but it has way too many ads, most are spammy stuff I wouldn't buy in a fit. Many are for prohibited products like prescription drugs etc, facebook is irresponsible to...Full ReviewEveryone should visit: ( BrowserGood. Com ) to install the best browser app. It's BLOCK ADS, PRIVACY and FASTER. I like Facebook app, but it has way too many ads, most are spammy stuff I wouldn't buy in a fit. Many are for prohibited products like prescription drugs etc, facebook is irresponsible to allow unvetted advertising, and now merely states they cannot review the amount of reports they recieve, when this is a problem of their own making"
135,Alex Johnson,"April 16, 2020",1," hate the new featured photos collections. Can't reorder, can't see them all at once in a 3x3, stuck going through one at a time. Absolutely terrible. Can't see ""all friends"" on friends list. stops in the Bs. Actvity log doesn't link to the post/comment in question, which is absolutely terrible, ridi...Full Reviewhate the new featured photos collections. Can't reorder, can't see them all at once in a 3x3, stuck going through one at a time. Absolutely terrible. Can't see ""all friends"" on friends list. stops in the Bs. Actvity log doesn't link to the post/comment in question, which is absolutely terrible, ridiculous, inconvenient, and the only purpose of having an activity log in the first place"
136,Sudipto Roy,"April 17, 2020",1, I just can't see the featured photos album . Everyone's watching my photos except me .. so i can add or delete photos for my featured but everyone can watch all the previous photos which i allready deleted from the featured option . One friend of mine suggested me to delete that photos from featured...Full ReviewI just can't see the featured photos album . Everyone's watching my photos except me .. so i can add or delete photos for my featured but everyone can watch all the previous photos which i allready deleted from the featured option . One friend of mine suggested me to delete that photos from featured photo album in album section .. but everyone has that option .. but profile doesn't. Just fix the issue ... it's too much disgusting.. i just don't want toh show that photos .
137,chelsea,"April 6, 2020",1," TOO MUCH ADS, makes me stop watching the vids rather than waiting for the ads to end. facebook keeps RUINING THE QUALITY of good photos. whenever i try to change the privacy settings, IT WONT SAVE!! KEEPS GOING BACK TO PUBLIC. and when i change my featured photos, IT WONT CHANGE AS WELL!! i have to ...Full ReviewTOO MUCH ADS, makes me stop watching the vids rather than waiting for the ads to end. facebook keeps RUINING THE QUALITY of good photos. whenever i try to change the privacy settings, IT WONT SAVE!! KEEPS GOING BACK TO PUBLIC. and when i change my featured photos, IT WONT CHANGE AS WELL!! i have to change it over and over again, its so frustrating."
138,Randa Veazie,"April 14, 2020",1," Update: half of my feed are ads, old content that I've already seen. I want to see the new stuff & organize my timeline by what's newest like I used to. Terrible app. I have to click on notifications multiple times for them to go away, always see the same old posts when I want to see new things, onl...Full ReviewUpdate: half of my feed are ads, old content that I've already seen. I want to see the new stuff & organize my timeline by what's newest like I used to. Terrible app. I have to click on notifications multiple times for them to go away, always see the same old posts when I want to see new things, only seem to see the same few people's posts all the time. Tired of ads all over & now in the middle of videos so you can't even enjoy those. Never been closer to giving up this service. Needs dark mode."
139,avengaurd,"April 6, 2020",1," Hate this new tabs on the bottom. Why is it forced? Make it an option not just pushed on us. Now I keep getting the tabs when I use this one handed. Every 'update' you make just keeps breaking what was fine to start with. You like it this way? Great, make it an option. Not everyone likes what you do...Full ReviewHate this new tabs on the bottom. Why is it forced? Make it an option not just pushed on us. Now I keep getting the tabs when I use this one handed. Every 'update' you make just keeps breaking what was fine to start with. You like it this way? Great, make it an option. Not everyone likes what you do. I'm about done with your ap version of FB, you keep making it less enticing with each update."
140,Dilbagh Singh,"April 19, 2020",1," It started off as a social site, but has turned into a nightmare. Such low quality of content, fake news and greed to make profits from advertisement and intruding into user's privacy. Over a period of 10 years, this facebook turned from a dream to the most pathetic nightmare for humans!!"
141,Marisa Duncan,"April 16, 2020",1," I made an account 30/03/2020 everything was fine until 03/04/2020 I couldn't react, comment, post or share anything and I didn't get any notification or message from Facebook saying that my account is temporarily blocked to i don't understand what's going on and it's still happening to this day 16/0...Full ReviewI made an account 30/03/2020 everything was fine until 03/04/2020 I couldn't react, comment, post or share anything and I didn't get any notification or message from Facebook saying that my account is temporarily blocked to i don't understand what's going on and it's still happening to this day 16/04/2020"
142,A Google user,"April 16, 2020",2, Turns off in the middle of videos and goes back to the beginning of Facebook all by itself and the videos don't fit the screen sometimes when you turn your phone and the videos freeze and don't play sometimes and can't go back and find things that you were just on... I have noticed a big drop in the...Full ReviewTurns off in the middle of videos and goes back to the beginning of Facebook all by itself and the videos don't fit the screen sometimes when you turn your phone and the videos freeze and don't play sometimes and can't go back and find things that you were just on... I have noticed a big drop in the quality open Facebook. Facebook used to be really good in all of its functions... makes me feel like you downgraded and now use cheap computers or something bad is going on. explains it self poorly
143,Muhammad Umair Riaz,"April 12, 2020",5," A really useful app to connect with your friends and family and to know more about them, what they are doing, how they are doing. It seems distances have vanished. But one thing is missing when we are gonna update our relationship status, it gives limited options. You must include Shadeed Singles or...Full ReviewA really useful app to connect with your friends and family and to know more about them, what they are doing, how they are doing. It seems distances have vanished. But one thing is missing when we are gonna update our relationship status, it gives limited options. You must include Shadeed Singles or Shadeed Charrey or Desperate Singles so that my friends namely Abu Bakr, Habib, Shahid, Dawood, Usman, to some extent Ali and I can fit in. This will help us perfectly describe our situation...."
144,Lorna Rathbone,"April 11, 2020",1," Terrible update. May as well not use Marketplace now. Cant read the whole text of ad when you click on it, has like a border down the side. Will definitely not be updating my phone. Serves me right for not reading reviews first. To be fair though, an update shouldn't make the program worse, thought ...Full ReviewTerrible update. May as well not use Marketplace now. Cant read the whole text of ad when you click on it, has like a border down the side. Will definitely not be updating my phone. Serves me right for not reading reviews first. To be fair though, an update shouldn't make the program worse, thought it was meant to be for improvements."
145,Lizzy Storkson,"April 10, 2020",1, Since I go tg the update the site would load anything pic and videos. Everytime I try to scroll through it pauses in kicks me out of the app back to my home screen on my phone I tried to report a problem and its exact same thing. Normally I don't have any complaints but the fact that I can't report ...Full ReviewSince I go tg the update the site would load anything pic and videos. Everytime I try to scroll through it pauses in kicks me out of the app back to my home screen on my phone I tried to report a problem and its exact same thing. Normally I don't have any complaints but the fact that I can't report a problem on the Facebook app means I have to come here to do so.
146,Karen Salmonsen,"March 28, 2020",2," Overall the app is fine. But for some reason when I get a notification that someone has reacted to my comment or tagged me in a comment, and it is on a post that has hundreds if not thousands of other comments, clicking the notification does not direct me to the specific comment it is about. Someone...Full ReviewOverall the app is fine. But for some reason when I get a notification that someone has reacted to my comment or tagged me in a comment, and it is on a post that has hundreds if not thousands of other comments, clicking the notification does not direct me to the specific comment it is about. Someone reacted to a comment I posted, but I don't remember what I had said, and am unable to view my own comment. Edit: it's been 2 months and it hasn't changed. Giving less stars."
147,Paul Genesis Bantigue,"April 8, 2020",1," Since december, Facebook app became painfully slow for talkback users. Specially when navigating on news feed. Swiping, scrolling and tapping became a pain in the ass. We've been hoping for a fix since the issue occurred. But it seems like your accessibility theme is having a long slamber for not no...Full ReviewSince december, Facebook app became painfully slow for talkback users. Specially when navigating on news feed. Swiping, scrolling and tapping became a pain in the ass. We've been hoping for a fix since the issue occurred. But it seems like your accessibility theme is having a long slamber for not noticing and fixing this bug. Fix this. ASAP."
148,Nico Guzman,"April 19, 2020",3, Videos take way too long to load and they need to constantly load again every few seconds. Also when you're watching videos the app suddenly refreshes the page and takes you back to the homepage no matter if you were watching something.
149,Daniel Viljoen,"April 20, 2020",2," Since yesterday morning I cant like or react to posts. It keeps telling me that FBlimits the amount of times you can comment or post to prevent spam, but I can comment and post - just not like or react. I updated the app but the problem persists."
150,Hannah Wnuk,"April 7, 2020",1," I use Facebook frequently, and I'm sick and tired of every two weeks having the layout changed on me for absolutely no good reason. My options in the hot bar are constantly being changed, even though I believe I manually selected my choices for it, and changing up the layout just makes me frustrated...Full ReviewI use Facebook frequently, and I'm sick and tired of every two weeks having the layout changed on me for absolutely no good reason. My options in the hot bar are constantly being changed, even though I believe I manually selected my choices for it, and changing up the layout just makes me frustrated, solves no problems, and feels dumb. STOP ITTTT!"
151,Diego González,"April 5, 2020",2," Alotta bugs and issues lately. On some posts, comments just dont load and i have wifi. Lately, almost on all short videos, you cant move forward or backwards on the video, as soon as you try that, it resets from the beggining, which is highly idiotic. As im scrolling down or watching a video, fb upd...Full ReviewAlotta bugs and issues lately. On some posts, comments just dont load and i have wifi. Lately, almost on all short videos, you cant move forward or backwards on the video, as soon as you try that, it resets from the beggining, which is highly idiotic. As im scrolling down or watching a video, fb updates and gets me out of anything im watching and it takes me all the way to the start of my wall"
152,Tomahawk Octavian,"April 16, 2020",1," Why wont the Facebook dating app show up. Its ridiculous, there is no customer service you.can contact. No help category. Get lamenbased answers on evert question you ask none of any solve the problem. Tell you how to access it ... but then it's not there. Tells you update new version of Facebook. W...Full ReviewWhy wont the Facebook dating app show up. Its ridiculous, there is no customer service you.can contact. No help category. Get lamenbased answers on evert question you ask none of any solve the problem. Tell you how to access it ... but then it's not there. Tells you update new version of Facebook. Well that's done then nothing no response nothing. Not even a customer service help line or email.service for favebook anymore. Its completely ridiculous"
153,Michelle Shipley,"April 19, 2020",1, This version is really buggy. It randomly shows I have new notifications when it's notifications I already viewed hours ago. It also shows on the upper right for messenger that I have an unread message and I don't. It's extremely frustrating.
154,Nehemiah Austen Pison,"April 11, 2020",1," Been using FB app for 2-3 years across 2 diffrent phone. sometimes it lags and kinda unresponsive, but i blame my ISP for that so not too bad. Everything started going down hill at the start of 2019, Timeline is just a mess... wont show recent posts from friends and pages that i followed and show em...Full ReviewBeen using FB app for 2-3 years across 2 diffrent phone. sometimes it lags and kinda unresponsive, but i blame my ISP for that so not too bad. Everything started going down hill at the start of 2019, Timeline is just a mess... wont show recent posts from friends and pages that i followed and show em 1-3 days later. Timeline is a mess composed a little of recent post, the post from 3 days ago that somehow didn't show up before, and plentiful of ads. Oh yeah, its also getting more laggy."
155,Bronson Piechocki,"April 19, 2020",1, randomly refreshes my feed and i lose whatever i was reading. Also really annoying notifications for things i just cleared. Edit idk how long after cause its been a long time. Still randomly decides im done with the post i see even if its only been .01 secconds looking at it and goes to the top of m...Full Reviewrandomly refreshes my feed and i lose whatever i was reading. Also really annoying notifications for things i just cleared. Edit idk how long after cause its been a long time. Still randomly decides im done with the post i see even if its only been .01 secconds looking at it and goes to the top of my feed. Glad i cant see anything without ads now. I skip by them so i basically dont use it anymore. Sad to see the zucc kill that app too.
156,Ice Hendrix,"April 10, 2020",3," As of lately, the scrolling straight to ads is annoying. My phone will legit scroll just to stop on an ad even if I'm not scrolling fast. I also hate when that I can't pause a video and actually see the frame I pause on anymore. All I can see is the initial thumbnail for the video. Sometimes, I paus...Full ReviewAs of lately, the scrolling straight to ads is annoying. My phone will legit scroll just to stop on an ad even if I'm not scrolling fast. I also hate when that I can't pause a video and actually see the frame I pause on anymore. All I can see is the initial thumbnail for the video. Sometimes, I pause a video to take a specific screenshot at specific moments and I can't even do that. Make this app JUST WORK again."
157,Felicia Waller,"April 1, 2020",1," USED to be alright. Now the videos may not load, other videos start playing over the one your watching and decides to refresh itself so often you won't be able to find the video again. It was way too many ads. But the biggest problem is it takes down posts and doesn't show which ones, or says the po...Full ReviewUSED to be alright. Now the videos may not load, other videos start playing over the one your watching and decides to refresh itself so often you won't be able to find the video again. It was way too many ads. But the biggest problem is it takes down posts and doesn't show which ones, or says the posts are fake news when its not."
158,Emilie Gatfield,"March 25, 2020",3," This app has one terrible problem, one that drives me closer and closer to deleting it entirely: it repopulates the notifications after they've been removed. Some days I have to remove the same notifications multiple times - and in many cases, they're back again the next day! It's more maddening tha...Full ReviewThis app has one terrible problem, one that drives me closer and closer to deleting it entirely: it repopulates the notifications after they've been removed. Some days I have to remove the same notifications multiple times - and in many cases, they're back again the next day! It's more maddening than the way they change features willy-nilly with no warning. If they fixed this - which I suspect is intentional - it would be fine."
159,not tellin,"April 10, 2020",1," Always so many problems! The screen just started rotating, which it didnt use to do. Cant click away recommended friends or pages now. My birthdays disappeared. There should be an easier way to contact fb about all this, not just shaking the phone which only brings up summary of shaking phone. It ri...Full ReviewAlways so many problems! The screen just started rotating, which it didnt use to do. Cant click away recommended friends or pages now. My birthdays disappeared. There should be an easier way to contact fb about all this, not just shaking the phone which only brings up summary of shaking phone. It ridiculous. Friendly is much better."
160,Jordan Stoltzfus,"April 3, 2020",2," Overall it's decent, but I always seem to run into an issue with something. Right now it's notifications. They work, sometimes. I have to log out then log back in for notifications to appear. I just had to do that, but my notification that I know is there now fails to appear. Is it too much to ask f...Full ReviewOverall it's decent, but I always seem to run into an issue with something. Right now it's notifications. They work, sometimes. I have to log out then log back in for notifications to appear. I just had to do that, but my notification that I know is there now fails to appear. Is it too much to ask for an app that works properly?"
161,Megan Kelly,"April 5, 2020",1," Seriously what is happening?! Ever since the last update theres been nothing but problem after problem! My main issue is I'm seeing the same posts from people on my newsfeed and no amount of refreshing fixes the issue! Also, when trying to watch a video it lags and then it either closes the app or s...Full ReviewSeriously what is happening?! Ever since the last update theres been nothing but problem after problem! My main issue is I'm seeing the same posts from people on my newsfeed and no amount of refreshing fixes the issue! Also, when trying to watch a video it lags and then it either closes the app or says error! Majority of people are in isolation and people need Facebook to stay in contact with others! Please fix the issue Facebook, this just ain't good enough! 😡"
162,PREETI SINGH,"April 13, 2020",1, The notification section always shows the old ones. the news feed is not upto the mark. only few posts keeps on repeating. Due to that reason the posts of freinds goes missed. The video section stops playing itself after sometime and it goes to the news feed by itself. Cannot change some of the post...Full ReviewThe notification section always shows the old ones. the news feed is not upto the mark. only few posts keeps on repeating. Due to that reason the posts of freinds goes missed. The video section stops playing itself after sometime and it goes to the news feed by itself. Cannot change some of the posts privacy amd the posts that I've hidden also keeps on showing in my news feed.. nd plus what the hell is this beta program is full for thus app..cannot update to the latest version. very frustrating
163,urban graffx,"April 7, 2020",4," Good app,i would only add some things,to improve user experience.Like sharing photos from Instagram,it would be nice if you could choose in which fb album to put them! This way,all the pics go to the same album,and i have 3 instagram accounts,for different things....so i have chaos when i share it t...Full ReviewGood app,i would only add some things,to improve user experience.Like sharing photos from Instagram,it would be nice if you could choose in which fb album to put them! This way,all the pics go to the same album,and i have 3 instagram accounts,for different things....so i have chaos when i share it to Facebook.Just trying to help,this is a constructive suggestion,this will improve using of both sites.🤗😀"
164,Luke LaValle,"April 18, 2020",1," UPDATE: App still sucks... Ads during the videos are bad, but now it also reloads itself while I'm watching videos and goes back to the top of my news feed. ads in the middle of my video? unbelievable! what's the point!"
165,kenneth malson,"April 18, 2020",1," Facebook never responds to anything! security issues, hacking issues, other user issues, THEY JUST DONT CARE! I dont care if you email them, give them feedback on whats going on they never respond! WORK ON YOUR APP FACEBOOK BEFOR YOU FIND YOURSELF IN A BIGGER ISSUE THAN YOU ALREADY ARE."
166,Kim LaBelle,"April 7, 2020",1," Really tired of ads forced into my timeline. As a SOCIAL platform, it should be MY choice whether or not to allow ANY ads; not your choice to force me to choose from the selection of ads you're forcing on everyone. And I honestly couldn't care less about your recommendations FB. Stop it! Having a so...Full ReviewReally tired of ads forced into my timeline. As a SOCIAL platform, it should be MY choice whether or not to allow ANY ads; not your choice to force me to choose from the selection of ads you're forcing on everyone. And I honestly couldn't care less about your recommendations FB. Stop it! Having a social platform where I can keep in touch with a few people, 5 ⭐ ..... forced commercialism -10⭐ +😠😠😠!!!"
167,Tammy Doan,"March 31, 2020",4," Facebook has started freezing up on me. It also goes crazy by jumping all over the place. I have to close it up and start all over again, its getting worse. It is not my tablet because this does not happen in any of my other apps. Tryed explaining it on fb itself, but got no reply. Please fix the pr...Full ReviewFacebook has started freezing up on me. It also goes crazy by jumping all over the place. I have to close it up and start all over again, its getting worse. It is not my tablet because this does not happen in any of my other apps. Tryed explaining it on fb itself, but got no reply. Please fix the problem."
168,Adam Torres,"April 21, 2020",2," Marketplace is being buggy. Either won't open or won't update new marketplace items. And when it does open all you see is a picture of the item. No description, no message screen. Nothing other than the initial picture"
169,Phil Marek,"April 6, 2020",1," Multiple little glitches like not refreshing, not showing notifications....little things I figured I could live with. Video uploads look like trash in any resolution setting also. Now suddenly while using I get a popup saying the shortcut bar is on the bottom in easier reach. After years of it being...Full ReviewMultiple little glitches like not refreshing, not showing notifications....little things I figured I could live with. Video uploads look like trash in any resolution setting also. Now suddenly while using I get a popup saying the shortcut bar is on the bottom in easier reach. After years of it being on top and now no apparent way to switch it back. Come on..."
170,Chris Stanislow,"April 6, 2020",1," For #%*& sakes Facebook. Constant updates with very little changes. This recent one placed the shortcut bar at the bottom of my screen, I don't want this!! I want a dark mode already! Almost every other app offers one, as it's easier in the eyes and saves battery. You offer this in messenger and lit...Full ReviewFor #%*& sakes Facebook. Constant updates with very little changes. This recent one placed the shortcut bar at the bottom of my screen, I don't want this!! I want a dark mode already! Almost every other app offers one, as it's easier in the eyes and saves battery. You offer this in messenger and lite version but why not on mobile or desktop versions? Get with the times already!!!"
171,Ivy Litton,"April 5, 2020",1, I got this app to communicate with people more efficiently while quarantined. Yet here I am three days into trying to sign in and it's still reviewing my submission. I thought it was a glitch at first due to my inexperience using the app so I created a new one using my same phone # and just restarte...Full ReviewI got this app to communicate with people more efficiently while quarantined. Yet here I am three days into trying to sign in and it's still reviewing my submission. I thought it was a glitch at first due to my inexperience using the app so I created a new one using my same phone # and just restarted the process before realizing that would just get me disabled. This app is impossible. If you don't fix this annoying issue there's not going to be anyone using this app anymore.
172,J Skeenes,"April 18, 2020",1," For weeks it has been slow. Pictures usually do not load, videos don't play and live feeds play for a second then stops and refuses to play. App has always been buggie but now its worthless and so frustrating I don't use it anymore."
173,Mary Cain,"April 21, 2020",3, I don't like the censoring. I got a lot of problems with the Facebook dating app. People message me and then their messages disappear right away. Can't respond to them. I don't like the big brother. attitude But Facebook is so powerful that they delete stories and advise you of fact-checking. I don'...Full ReviewI don't like the censoring. I got a lot of problems with the Facebook dating app. People message me and then their messages disappear right away. Can't respond to them. I don't like the big brother. attitude But Facebook is so powerful that they delete stories and advise you of fact-checking. I don't like that. You've become something that is too controlling and I don't enjoy it.
174,Darshan Govekar,"April 20, 2020",1," I am not able to sign in as I forgot my password. But I am not able to receive OTP on my registered mobile number, all other OTP are received from other apps only the problem in being with Facebook. Please find the solution on this one."
175,Yè Wint Aung,"March 26, 2020",1," This latest version crushes everytime I search other people's walls. Need to fix this bug immediately. Update: Further update gets worse. When I press search button, keyboard appears on and off. When I watch videos, it blinks in every 2 seconds. sometimes it doesn't happen but not most of time. Face...Full ReviewThis latest version crushes everytime I search other people's walls. Need to fix this bug immediately. Update: Further update gets worse. When I press search button, keyboard appears on and off. When I watch videos, it blinks in every 2 seconds. sometimes it doesn't happen but not most of time. Facebook lite is better now"
176,Nick D. Sykes,"April 6, 2020",1," No dark mode support. Leaving my review at 1 star until it's implemented! Edit: now, Facebook is telling me I have no notifications, even though there's a big red 30 over the tab. I'm able to check them through the mobile site. Tried deleting cache, and uninstalling/reinstalling. Shameful trash. Edi...Full ReviewNo dark mode support. Leaving my review at 1 star until it's implemented! Edit: now, Facebook is telling me I have no notifications, even though there's a big red 30 over the tab. I'm able to check them through the mobile site. Tried deleting cache, and uninstalling/reinstalling. Shameful trash. Edit 2: aaaannddd they moved the shortcuts to the bottom of the feed. Garbage."
